CITY_NAME,STATE_PROVINCE,COUNTRY_CODE,POLYGON_WKT
Frederikshavn,Nordjylland,DK,"POLYGON ((11.095235186000025 58.38676770600006, 11.454895110000052 56.71902916300007, 11.34100081300005 56.583651770000074, 11.297959272000071 56.561419853000075, 10.536081499000034 56.75397508000003, 9.702325427000062 58.03951060600008, 9.77386410500003 58.162131447000036, 10.081265141000074 58.32455575100005, 11.095235186000025 58.38676770600006))"
Tønsberg,Vestfold,NO,"POLYGON ((10.402133725000056 59.55556196600003, 11.16565020400003 58.460207238000066, 11.095235186000025 58.38676770600006, 10.081265141000074 58.32455575100005, 9.999924312000076 59.36779475000003, 10.402133725000056 59.55556196600003))"
Malmö,Skåne,SE,"POLYGON ((13.420831098000065 56.20533708700003, 13.919926348000047 54.98624919000008, 12.654380550000042 54.92043836100004, 12.830917065000051 55.79140786500005, 13.408276178000051 56.203287171000056, 13.420831098000065 56.20533708700003))"
Vejle,Syddanmark,DK,"POLYGON ((9.74673112000005 56.12321803900005, 10.017496296000047 55.715026558000034, 9.833052547000023 55.20803226000004, 9.058259058000033 55.293178529000045, 8.908015478000038 55.96688586600004, 9.74673112000005 56.12321803900005))"
Trollhättan,Västra Götaland,SE,"POLYGON ((11.322377864000032 58.62595853700003, 12.762421603000064 58.17490270800005, 12.46186315500006 57.82766146900008, 11.252789201000041 58.528952152000045, 11.322377864000032 58.62595853700003))"
Örebro,Orebro,SE,"POLYGON ((14.395736983000063 60.032674013000076, 15.787293610000063 59.80516146800005, 15.93109925500005 59.262285331000044, 15.738676012000042 58.99294505600005, 14.721844474000022 58.51399216500005, 14.362923748000071 59.38236824900008, 14.395736983000063 60.032674013000076))"
Jönköping,Jönköping,SE,"POLYGON ((14.719409212000073 58.49911638800006, 15.050927437000041 57.73870869800004, 13.91772278700006 56.906733159000055, 13.772442628000022 56.90938592800006, 13.561904518000063 57.16010616400007, 13.531996380000066 58.07050005200006, 14.719409212000073 58.49911638800006))"
Borås,Västra Götaland,SE,"POLYGON ((13.09101398000007 58.48137346900006, 13.531996380000066 58.07050005200006, 13.561904518000063 57.16010616400007, 12.449108830000057 57.227786999000045, 12.46186315500006 57.82766146900008, 12.762421603000064 58.17490270800005, 13.09101398000007 58.48137346900006))"
Kristianstad,Skåne,SE,"POLYGON ((13.772442628000022 56.90938592800006, 13.91772278700006 56.906733159000055, 14.690288010000074 56.28559053200007, 14.902197726000054 54.83050187300006, 14.884753968000041 54.81099973500005, 14.350058665000063 54.72982797700007, 13.919926348000047 54.98624919000008, 13.420831098000065 56.20533708700003, 13.772442628000022 56.90938592800006))"
Linköping,Östergötland,SE,"POLYGON ((15.738676012000042 58.99294505600005, 16.201135570000076 57.624255531000074, 15.679505887000062 57.40379743500006, 15.050927437000041 57.73870869800004, 14.719409212000073 58.49911638800006, 14.721844474000022 58.51399216500005, 15.738676012000042 58.99294505600005))"
Mariestad,Västra Götaland,SE,"POLYGON ((14.362923748000071 59.38236824900008, 14.721844474000022 58.51399216500005, 14.719409212000073 58.49911638800006, 13.531996380000066 58.07050005200006, 13.09101398000007 58.48137346900006, 13.035466518000021 58.72467723200003, 14.362923748000071 59.38236824900008))"
Växjö,Kronoberg,SE,"POLYGON ((15.050927437000041 57.73870869800004, 15.679505887000062 57.40379743500006, 15.614117950000036 56.93608577300006, 14.690288010000074 56.28559053200007, 13.91772278700006 56.906733159000055, 15.050927437000041 57.73870869800004))"
Nyköping,Södermanland,SE,"POLYGON ((17.160664921000034 59.407158518000074, 17.45866559500007 59.237232436000056, 17.88277991500007 58.45492012100004, 17.11655470200003 57.58385654800003, 16.797869908000052 57.68239863100007, 16.52094459800003 59.05628654700007, 17.160664921000034 59.407158518000074))"
Kalmar,Kalmar,SE,"POLYGON ((16.797869908000052 57.68239863100007, 17.11655470200003 57.58385654800003, 17.889332453000065 56.03817710700008, 17.21972455300005 55.36333034000006, 16.265050991000066 55.43424499900004, 15.614117950000036 56.93608577300006, 15.679505887000062 57.40379743500006, 16.201135570000076 57.624255531000074, 16.797869908000052 57.68239863100007))"
Uppsala,Uppsala,SE,"POLYGON ((18.687927054000056 61.017087065000055, 18.75144301100005 60.39812556100003, 17.45866559500007 59.237232436000056, 17.160664921000034 59.407158518000074, 17.027661341000055 60.04314957500003, 18.687927054000056 61.017087065000055))"
Norrköping,Östergötland,SE,"POLYGON ((15.93109925500005 59.262285331000044, 16.52094459800003 59.05628654700007, 16.797869908000052 57.68239863100007, 16.201135570000076 57.624255531000074, 15.738676012000042 58.99294505600005, 15.93109925500005 59.262285331000044))"
Elbląg,Warmian-Masurian,PL,"POLYGON ((19.426101008000046 55.56940093600008, 20.03680250900004 54.25871300300008, 19.68191292000006 53.27816325200007, 18.94935709600003 53.951980166000055, 19.143598774000054 54.82329283200005, 19.426101008000046 55.56940093600008))"
Skien,Telemark,NO,"POLYGON ((8.657295716000021 60.79104207000006, 9.999924312000076 59.36779475000003, 10.081265141000074 58.32455575100005, 9.77386410500003 58.162131447000036, 8.116898158000026 60.04173455300008, 8.657295716000021 60.79104207000006))"
Drammen,Buskerud,NO,"POLYGON ((8.670398367000075 60.82173693300007, 9.898531976000072 60.54569743900004, 10.328104321000069 60.33590332400007, 10.506247231000032 59.711089652000055, 10.402133725000056 59.55556196600003, 9.999924312000076 59.36779475000003, 8.657295716000021 60.79104207000006, 8.670398367000075 60.82173693300007))"
Lerwick,Aberdeen,GB,"POLYGON ((-0.2669750959999533 70.42963047600006, 1.971314747000065 63.38597206500003, 2.095270198000037 60.05543024800005, 1.8122059840000588 57.59053120400006, -1.4195020969999632 58.599201665000066, -3.5776118999999653 61.882769479000046, -0.2669750959999533 70.42963047600006))"
Kristiansand,Vest-Agder,NO,"POLYGON ((7.81518571600003 59.77468115100004, 8.759584886000027 57.34811463200003, 8.069772667000052 56.79096296000006, 6.252033165000057 56.48796288200003, 6.994003626000051 59.01303494700005, 7.101292166000064 59.32287149700005, 7.81518571600003 59.77468115100004))"
Bergen,Hordaland,NO,"POLYGON ((1.971314747000065 63.38597206500003, 5.65665645100006 61.56674868600004, 6.020536424000056 59.86689979400006, 2.095270198000037 60.05543024800005, 1.971314747000065 63.38597206500003))"
Gjøvik,Oppland,NO,"POLYGON ((10.867336373000057 61.12707021300008, 10.908399791000022 60.36873134100006, 10.328104321000069 60.33590332400007, 9.898531976000072 60.54569743900004, 10.867336373000057 61.12707021300008))"
Leikanger,Sogn og Fjordane,NO,"POLYGON ((6.956123393000041 61.97869203000005, 8.681216749000043 61.61127123500006, 8.670398367000075 60.82173693300007, 8.657295716000021 60.79104207000006, 8.116898158000026 60.04173455300008, 7.962641076000068 59.93301563500006, 5.749056894000034 61.56930447500008, 6.956123393000041 61.97869203000005))"
Oslo,Oslo,NO,"POLYGON ((10.908399791000022 60.36873134100006, 11.05077185500005 60.318449842000064, 11.047024631000056 59.619979466000075, 10.506247231000032 59.711089652000055, 10.328104321000069 60.33590332400007, 10.908399791000022 60.36873134100006))"
Bærum,Akershus,NO,"POLYGON ((12.726209557000061 60.83268823800006, 12.38388029500004 59.48385468400005, 11.525171736000061 58.93956787900004, 11.047024631000056 59.619979466000075, 11.05077185500005 60.318449842000064, 12.726209557000061 60.83268823800006))"
Vannersborg,Västra Götaland,SE,"POLYGON ((12.38388029500004 59.48385468400005, 13.035466518000021 58.72467723200003, 13.09101398000007 58.48137346900006, 12.762421603000064 58.17490270800005, 11.322377864000032 58.62595853700003, 11.525171736000061 58.93956787900004, 12.38388029500004 59.48385468400005))"
Moss,Ãstfold,NO,"POLYGON ((10.506247231000032 59.711089652000055, 11.047024631000056 59.619979466000075, 11.525171736000061 58.93956787900004, 11.322377864000032 58.62595853700003, 11.252789201000041 58.528952152000045, 11.16565020400003 58.460207238000066, 10.402133725000056 59.55556196600003, 10.506247231000032 59.711089652000055))"
Västerås,Västmanland,SE,"POLYGON ((16.414869917000033 60.413453754000045, 17.027661341000055 60.04314957500003, 17.160664921000034 59.407158518000074, 16.52094459800003 59.05628654700007, 15.93109925500005 59.262285331000044, 15.787293610000063 59.80516146800005, 15.88082799700004 59.92829548700007, 16.414869917000033 60.413453754000045))"
Falun,Dalarna,SE,"POLYGON ((15.089811596000061 61.87539171200007, 16.40855262300005 60.59130270600008, 16.414869917000033 60.413453754000045, 15.88082799700004 59.92829548700007, 14.83930403200003 61.77822162800004, 15.089811596000061 61.87539171200007))"
Karlstad,Värmland,SE,"POLYGON ((13.156179499000075 61.55211560400005, 13.586412477000067 61.42245874400004, 14.395736983000063 60.032674013000076, 14.362923748000071 59.38236824900008, 13.035466518000021 58.72467723200003, 12.38388029500004 59.48385468400005, 12.726209557000061 60.83268823800006, 13.156179499000075 61.55211560400005))"
Gävle,Gävleborg,SE,"POLYGON ((17.217113702000063 61.53564056400006, 18.02368615200004 61.46582275600008, 18.723894519000055 61.192661282000074, 18.687927054000056 61.017087065000055, 17.027661341000055 60.04314957500003, 16.414869917000033 60.413453754000045, 16.40855262300005 60.59130270600008, 17.217113702000063 61.53564056400006))"
Borlänge,Dalarna,SE,"POLYGON ((14.83930403200003 61.77822162800004, 15.88082799700004 59.92829548700007, 15.787293610000063 59.80516146800005, 14.395736983000063 60.032674013000076, 13.586412477000067 61.42245874400004, 14.83930403200003 61.77822162800004))"
Sundsvall,Västernorrland,SE,"POLYGON ((16.626062501000035 64.97991103000004, 16.782334223000078 64.74157323100007, 18.02368615200004 61.46582275600008, 17.217113702000063 61.53564056400006, 15.951411316000076 62.683016846000044, 16.626062501000035 64.97991103000004))"
Hamar,Hedmark,NO,"POLYGON ((11.70965248400006 62.361215291000065, 12.711328177000041 62.22617500900003, 13.156179499000075 61.55211560400005, 12.726209557000061 60.83268823800006, 11.05077185500005 60.318449842000064, 10.908399791000022 60.36873134100006, 10.867336373000057 61.12707021300008, 11.52072243200007 62.31375202500004, 11.70965248400006 62.361215291000065))"
Molde,Møre og Romsdal,NO,"POLYGON ((3.951963405000072 73.75506040900007, 8.298738267000033 65.50743156600004, 8.978083025000046 62.22093354500004, 8.681216749000043 61.61127123500006, 6.956123393000041 61.97869203000005, 3.951963405000072 73.75506040900007))"
Rørvik,Nord-Trøndelag,NO,"POLYGON ((3.462923424000053 74.76937361600005, 5.2353527310000345 74.19248711600005, 11.123590788000058 68.31103045200007, 11.800929738000036 67.40163720900006, 12.648704361000057 65.66852603300003, 10.797251378000055 64.25018546500007, 10.684419495000043 64.21110850900004, 8.298738267000033 65.50743156600004, 3.951963405000072 73.75506040900007, 3.462923424000053 74.76937361600005))"
Lillehammer,Oppland,NO,"POLYGON ((11.52072243200007 62.31375202500004, 10.867336373000057 61.12707021300008, 9.898531976000072 60.54569743900004, 8.670398367000075 60.82173693300007, 8.681216749000043 61.61127123500006, 8.978083025000046 62.22093354500004, 11.52072243200007 62.31375202500004))"
Bollnäs,Gävleborg,SE,"POLYGON ((15.951411316000076 62.683016846000044, 17.217113702000063 61.53564056400006, 16.40855262300005 60.59130270600008, 15.089811596000061 61.87539171200007, 15.951411316000076 62.683016846000044))"
Vossavangen,Hordaland,NO,"POLYGON ((5.749056894000034 61.56930447500008, 7.962641076000068 59.93301563500006, 7.81518571600003 59.77468115100004, 7.101292166000064 59.32287149700005, 6.118318187000057 59.773499550000054, 6.020536424000056 59.86689979400006, 5.65665645100006 61.56674868600004, 5.749056894000034 61.56930447500008))"
Trondheim,Sør-Trøndelag,NO,"POLYGON ((8.298738267000033 65.50743156600004, 10.684419495000043 64.21110850900004, 11.70965248400006 62.361215291000065, 11.52072243200007 62.31375202500004, 8.978083025000046 62.22093354500004, 8.298738267000033 65.50743156600004))"
Steinkjer,Nord-Trøndelag,NO,"POLYGON ((13.247048775000053 64.25018546500007, 12.711328177000041 62.22617500900003, 11.70965248400006 62.361215291000065, 10.684419495000043 64.21110850900004, 10.797251378000055 64.25018546500007, 13.247048775000053 64.25018546500007))"
Namsos,Nord-Trøndelag,NO,"POLYGON ((12.648704361000057 65.66852603300003, 13.38837380900003 64.59262613900006, 13.247048775000053 64.25018546500007, 10.797251378000055 64.25018546500007, 12.648704361000057 65.66852603300003))"
Örnsköldsvik,Västernorrland,SE,"POLYGON ((18.35875569800004 65.95068899000006, 18.65688318100007 65.85201740900004, 18.772255776000065 65.67481317300008, 20.006938521000052 62.00123477600005, 19.97895346400003 61.95469838400004, 19.40860301300006 61.736487744000044, 16.782334223000078 64.74157323100007, 16.626062501000035 64.97991103000004, 16.62236687500007 65.09148875700004, 16.92188488000005 65.54597009600008, 18.35875569800004 65.95068899000006))"
Stockholm,Stockholm,SE,"POLYGON ((18.75144301100005 60.39812556100003, 19.459564401000023 58.641031902000066, 17.88277991500007 58.45492012100004, 17.45866559500007 59.237232436000056, 18.75144301100005 60.39812556100003))"
Bodø,Nordland,NO,"POLYGON ((11.123590788000058 68.31103045200007, 15.825365569000041 67.51183338400006, 16.12589204300002 67.09909692000008, 16.464902764000044 66.23664274200007, 11.800929738000036 67.40163720900006, 11.123590788000058 68.31103045200007))"
Mo i Rana,Nordland,NO,"POLYGON ((11.800929738000036 67.40163720900006, 16.464902764000044 66.23664274200007, 16.92188488000005 65.54597009600008, 16.62236687500007 65.09148875700004, 13.38837380900003 64.59262613900006, 12.648704361000057 65.66852603300003, 11.800929738000036 67.40163720900006))"
Klaksvík,Eysturoyar,FO,"POLYGON ((-1.3043031459999384 78.25830758000006, -0.4244934199999761 77.04209422300005, -0.2669750959999533 70.42963047600006, -3.5776118999999653 61.882769479000046, -5.18891653999998 60.114545391000036, -9.577330487999973 66.05918151400004, -5.8961247389999585 75.60374520500005, -1.3043031459999384 78.25830758000006))"
Östersund,Jämtland,SE,"POLYGON ((16.62236687500007 65.09148875700004, 16.626062501000035 64.97991103000004, 15.951411316000076 62.683016846000044, 15.089811596000061 61.87539171200007, 14.83930403200003 61.77822162800004, 13.586412477000067 61.42245874400004, 13.156179499000075 61.55211560400005, 12.711328177000041 62.22617500900003, 13.247048775000053 64.25018546500007, 13.38837380900003 64.59262613900006, 16.62236687500007 65.09148875700004))"
Harstad,Troms,NO,"POLYGON ((15.90520856300003 73.48923057500008, 17.212440120000053 69.17800014500006, 16.12589204300002 67.09909692000008, 15.825365569000041 67.51183338400006, 14.174728611000035 73.31201709100003, 15.90520856300003 73.48923057500008))"
Narvik,Nordland,NO,"POLYGON ((17.212440120000053 69.17800014500006, 18.716976594000073 67.91710192300008, 18.35875569800004 65.95068899000006, 16.92188488000005 65.54597009600008, 16.464902764000044 66.23664274200007, 16.12589204300002 67.09909692000008, 17.212440120000053 69.17800014500006))"
Svolvær,Nordland,NO,"POLYGON ((5.2353527310000345 74.19248711600005, 14.174728611000035 73.31201709100003, 15.825365569000041 67.51183338400006, 11.123590788000058 68.31103045200007, 5.2353527310000345 74.19248711600005))"
Bredasdorp,Western Cape,ZA,"POLYGON ((19.872100759000034 -33.99381121299996, 21.196978692000073 -35.03311807299997, 24.55383451700004 -54.64155665399994, 16.869581109000023 -52.882357112999955, 19.68241356300007 -34.11963753099997, 19.872100759000034 -33.99381121299996))"
Saldanha,Western Cape,ZA,"POLYGON ((16.670490036000047 -31.355658226999935, 18.916490895000038 -32.65049887899994, 18.482777654000074 -33.298387084999945, -4.017557083999975 -45.78480147299996, -10.058764578999956 -41.67521714299994, -10.145832423999934 -41.452383130999976, 4.807311051000056 -34.94049702399997, 13.783196063000048 -31.92205321399996, 15.479323739000051 -31.372302187999935, 16.670490036000047 -31.355658226999935))"
